id_cliente;empresa;segmento;uf;plano;usuarios;mrr;meses_de_casa;dias_sem_uso;features_usadas_30d;perfil_pagador;historico_pagamento;falhas_90d
cli-0264;Raiz Varejo;Saúde;SP;Essencial;1;"40,42";2;0;6;CLT;"0,552";0
cli-0265;Raiz Educação ME;Serviços;DF;Profissional;3;"104,61";2;2;5;PJ;"0,337";1
cli-0266;Vetor Educação Ltda.;Saúde;MG;Essencial;2;"53,27";22;4;8;PJ;"0,894";1
cli-0267;Cerrado Gráfica;Logística;DF;Essencial;2;"53,77";12;14;3;CLT;"0,748";3
cli-0268;Ágil Contábil;Construção;ES;Essencial;1;"47,33";19;1;8;CLT;"0,561";1
cli-0269;Norte Estética SC;Jurídico;PE;Business;7;"286,38";8;1;5;CLT;"0,921";0
cli-0270;Lumen Pet ME;Jurídico;SC;Profissional;4;"101,84";1;4;6;CLT;"0,843";2
cli-0271;Serra Varejo;Educação;DF;Essencial;3;"49,83";18;3;7;CLT;"0,86";0
cli-0272;Meta Logística PE;Construção;MG;Profissional;4;"103,39";16;0;9;CLT;"0,716";0
cli-0273;Foco Contábil Ltda.;Jurídico;PE;Profissional;6;"130,59";13;0;8;PJ;"0,678";1
cli-0274;Fluxo Estética;Logística;RS;Profissional;7;"146,64";4;21;1;CLT;"0,611";3
cli-0275;Trilha Engenharia ME;Agro;RS;Essencial;2;"50,50";25;0;7;PJ;"0,96";1
cli-0276;Ponte Farma;Logística;GO;Essencial;7;"78,92";3;2;7;PJ;"0,786";0
cli-0277;Sinal Logística;Agro;PR;Profissional;7;"145,33";31;3;9;freelancer;"0,597";1
cli-0278;Lumen Arquitetura;Educação;PE;Essencial;2;"49,13";15;30;4;freelancer;"0,681";2
cli-0279;Raiz Transportes;Educação;MG;Essencial;1;"45,87";13;3;8;PJ;"0,871";1
cli-0280;Ipê Transportes Ltda.;Agro;CE;Profissional;5;"127,86";26;2;8;CLT;"0,829";1
cli-0281;Norte Clínicas DF;Educação;SC;Profissional;5;"115,66";7;0;8;CLT;"0,849";1
cli-0282;Base Seguros;Serviços;PR;Profissional;7;"142,78";3;0;9;freelancer;"0,924";0
cli-0283;Sinal Logística ES;Serviços;SC;Business;21;"415,98";9;0;9;PJ;"0,733";4
cli-0284;Ipê Eventos;Varejo;CE;Profissional;8;"152,44";12;2;8;CLT;"0,765";2
cli-0285;Eixo Consultoria ME;Saúde;BA;Profissional;5;"125,11";9;0;4;freelancer;"0,642";0
cli-0286;Lagoa Logística SP;Agro;CE;Essencial;1;"44,84";3;0;9;freelancer;"0,842";1
cli-0287;Fluxo Contábil Ltda.;Jurídico;PE;Essencial;1;"43,65";3;1;4;freelancer;"0,632";1
cli-0288;Marco Odonto;Logística;MG;Profissional;5;"129,64";1;2;8;freelancer;"0,774";0
cli-0289;Marco Seguros;Logística;CE;Essencial;1;"40,91";15;4;8;PJ;"0,461";1
cli-0290;Marco Logística ME;Logística;SP;Essencial;2;"45,98";17;0;8;CLT;"0,924";0
cli-0291;Raiz Consultoria;Varejo;BA;Profissional;6;"121,87";27;2;7;PJ;"0,706";0
cli-0292;Vale Consultoria;Serviços;ES;Business;17;"358,09";2;1;9;PJ;"0,817";2
cli-0293;Alpha Pet;Logística;GO;Essencial;1;"43,14";6;0;7;PJ;"0,666";3
cli-0294;Marco Arquitetura Ltda.;Varejo;DF;Business;13;"342,62";20;0;8;CLT;"0,825";3
cli-0295;Cerrado Móveis ME;Construção;RJ;Essencial;2;"49,81";29;0;9;CLT;"0,717";1
cli-0296;Ágil Jurídico;Educação;ES;Essencial;2;"46,36";5;3;5;CLT;"0,484";3
cli-0297;Cerrado Clínicas;Construção;RS;Essencial;1;"47,55";8;0;6;freelancer;"0,6";2
cli-0298;Sinal Odonto;Jurídico;SP;Essencial;2;"50,45";1;10;5;CLT;"0,566";3
cli-0299;Alpha Estética;Saúde;PE;Profissional;3;"96,44";51;1;8;CLT;"0,574";0
cli-0300;Ipê Pet ME;Agro;SP;Profissional;6;"136,13";1;2;4;freelancer;"0,707";1
cli-0301;Cerrado Clínicas Ltda.;Agro;ES;Essencial;2;"47,66";15;3;7;PJ;"0,678";1
cli-0302;Meta Fitness PE;Construção;SC;Profissional;7;"132,39";1;21;1;CLT;"0,782";2
cli-0303;Base Educação;Construção;SC;Essencial;2;"46,11";17;0;6;PJ;"0,819";3
cli-0304;Lumen Engenharia;Agro;PR;Essencial;1;"46,90";4;2;9;CLT;"0,932";1
cli-0305;Eixo Arquitetura ME;Construção;SP;Business;11;"294,37";2;2;10;CLT;"0,375";2
cli-0306;Ponte Agro;Jurídico;SP;Essencial;3;"52,96";3;2;4;PJ;"0,528";3
cli-0307;Meta Eventos;Serviços;RS;Profissional;5;"108,52";18;1;8;CLT;"0,744";3
cli-0308;Eixo Estética Ltda.;Serviços;GO;Essencial;1;"42,76";1;2;6;PJ;"0,483";1
cli-0309;Clave Móveis;Logística;RJ;Profissional;5;"116,98";2;0;6;CLT;"0,752";4
cli-0310;Rota Gráfica ME;Serviços;ES;Profissional;5;"126,99";83;2;6;PJ;"0,946";1
cli-0311;Clave Agro;Educação;SP;Essencial;1;"46,96";27;1;8;freelancer;"0,775";2
cli-0312;Marco Varejo;Jurídico;SP;Essencial;2;"53,84";1;2;2;CLT;"0,696";1
cli-0313;Sinal Varejo;Logística;BA;Essencial;1;"45,58";32;1;9;PJ;"0,745";2
cli-0314;Clave Odonto BA;Saúde;SC;Profissional;5;"120,38";8;0;7;CLT;"0,718";1
cli-0315;Órbita Imóveis Ltda. SP;Jurídico;PE;Essencial;4;"59,60";3;1;6;CLT;"0,807";1
cli-0316;Alpha Imóveis;Serviços;MG;Essencial;5;"64,60";8;0;5;CLT;"0,961";3
cli-0317;Ponte Logística;Jurídico;CE;Essencial;4;"60,82";1;0;8;CLT;"0,555";1
cli-0318;Base Contábil;Jurídico;SP;Essencial;1;"39,86";20;;;PJ;"0,858";3
cli-0319;Vetor Eventos;Educação;SP;Essencial;1;"44,68";6;3;8;CLT;"0,621";0
cli-0320;Alpha Agro ME;Varejo;RJ;Essencial;3;"53,39";5;1;8;CLT;"0,492";1
cli-0321;Serra Consultoria;Saúde;PR;Profissional;2;"98,85";1;0;10;CLT;"0,871";0
cli-0322;Meta Varejo Ltda. CE;Saúde;GO;Profissional;6;"128,51";3;1;7;CLT;"0,607";5
cli-0323;Clave Gráfica;Varejo;ES;Essencial;1;"47,16";17;0;7;CLT;"0,839";2
cli-0324;Norte Farma PR;Construção;SC;Business;10;"318,11";22;0;10;CLT;"0,751";2
cli-0325;Ágil Varejo ME;Saúde;GO;Profissional;7;"136,02";23;3;9;CLT;"0,809";2
cli-0326;Pulso Contábil RJ;Construção;CE;Essencial;1;"40,56";1;4;7;freelancer;"0,469";2
cli-0327;Serra Clínicas SP;Educação;PE;Business;16;"351,41";50;4;2;PJ;"0,894";2
cli-0328;Ponte Pet;Saúde;RS;Essencial;2;"45,04";5;0;7;CLT;"0,836";2
cli-0329;Raiz Varejo Ltda.;Saúde;SP;Business;11;"284,18";6;0;8;CLT;"0,783";0
cli-0330;Pulso Gráfica ME;Educação;RS;Essencial;3;"58,56";3;0;7;CLT;"0,678";3
cli-0331;Rota Jurídico;Varejo;PR;Essencial;2;"53,75";1;0;6;PJ;"0,76";4
cli-0332;Clave Transportes;Serviços;PR;Essencial;3;"52,66";17;0;6;freelancer;"0,946";0
cli-0333;Clave Fitness;Jurídico;RJ;Essencial;1;"44,58";20;2;9;CLT;"0,988";1
cli-0334;Cerrado Seguros;Serviços;RS;Essencial;6;"63,53";2;0;6;CLT;"0,622";0
cli-0335;Base Contábil ME;Saúde;SP;Profissional;10;"158,51";33;0;4;freelancer;"0,785";2
cli-0336;Vale Logística Ltda.;Serviços;MG;Essencial;2;"48,52";1;0;2;CLT;"0,712";1
cli-0337;Vale Pet SP;Construção;GO;Profissional;6;"132,08";1;0;10;PJ;"0,66";2
cli-0338;Vetor Turismo;Construção;PR;Profissional;7;"123,13";42;1;9;CLT;"0,684";1
cli-0339;Meta Varejo;Jurídico;SP;Essencial;1;"44,80";21;0;6;CLT;"0,752";2
cli-0340;Vale Móveis ME;Jurídico;PR;Essencial;2;"53,58";38;1;7;PJ;"0,918";1
cli-0341;Ágil Odonto RS;Saúde;RJ;Profissional;7;"143,73";1;4;5;CLT;"0,475";2
cli-0342;Base Agro;Construção;RJ;Essencial;1;"46,81";2;13;4;CLT;"0,877";0
cli-0343;Marco Móveis Ltda.;Construção;BA;Essencial;2;"51,68";3;1;7;CLT;"0,346";0
cli-0344;Ipê Odonto;Logística;PE;Essencial;4;"54,52";15;1;9;CLT;"0,482";1
cli-0345;Serra Consultoria ME;Agro;SP;Profissional;2;"96,93";1;;;CLT;"0,878";1
cli-0346;Fluxo Pet SC;Serviços;SP;Business;12;"346,77";9;0;7;freelancer;"0,369";2
cli-0347;Clave Clínicas;Logística;GO;Business;15;"333,17";16;3;7;PJ;"0,225";1
cli-0348;Ágil Clínicas;Logística;RJ;Essencial;4;"56,88";1;;;freelancer;"0,571";0
cli-0349;Lumen Turismo CE;Jurídico;RS;Essencial;1;"46,88";1;5;8;CLT;"0,729";2
cli-0350;Nexo Arquitetura Ltda. CE;Jurídico;RS;Essencial;1;"46,17";16;2;4;PJ;"0,65";0
cli-0351;Pulso Engenharia;Educação;SP;Essencial;2;"45,25";18;0;6;PJ;"0,356";1
cli-0352;Alpha Imóveis RS;Saúde;PR;Essencial;1;"42,11";66;0;7;CLT;"0,825";2
cli-0353;Nexo Pet;Varejo;CE;Business;14;"310,69";1;0;5;freelancer;"0,709";1
cli-0354;Alpha Gráfica PE;Educação;RJ;Essencial;1;"41,42";1;2;6;CLT;"0,904";1
cli-0355;Vetor Turismo ME;Serviços;ES;Essencial;1;"47,52";9;1;9;PJ;"0,841";1
cli-0356;Marco Contábil;Jurídico;GO;Profissional;5;"111,08";12;0;4;CLT;"0,805";2
cli-0357;Sol Estética Ltda.;Varejo;PR;Essencial;1;"47,73";18;1;9;PJ;"0,848";1
cli-0358;Raiz Arquitetura GO;Serviços;DF;Profissional;4;"118,19";1;1;8;PJ;"0,412";0
cli-0359;Vale Educação;Saúde;ES;Profissional;4;"102,19";6;2;8;CLT;"0,602";0
cli-0360;Lumen Jurídico ME;Varejo;SP;Profissional;5;"113,66";5;20;2;CLT;"0,794";4
cli-0361;Sinal Arquitetura;Educação;MG;Essencial;3;"49,83";2;13;1;freelancer;"0,772";1
cli-0362;Mapa Contábil;Varejo;BA;Profissional;3;"103,38";57;0;6;PJ;"0,921";2
cli-0363;Rota Clínicas SP;Saúde;PR;Essencial;3;"51,78";32;0;6;PJ;"0,777";2
cli-0364;Cerrado Agro Ltda.;Educação;SP;Essencial;1;"47,43";3;0;6;PJ;"0,637";2
cli-0365;Rota Varejo ME;Saúde;CE;Profissional;12;"157,62";1;6;7;freelancer;"0,561";3
cli-0366;Vale Arquitetura;Educação;PE;Profissional;2;"87,90";13;1;8;PJ;"0,945";2
cli-0367;Marco Gráfica;Jurídico;CE;Essencial;1;"48,08";9;0;7;CLT;"0,838";1
cli-0368;Foco Logística;Varejo;GO;Essencial;3;"58,05";37;3;8;CLT;"0,708";2
cli-0369;Clave Contábil DF;Serviços;MG;Profissional;4;"102,07";8;1;4;CLT;"0,742";1
cli-0370;Lumen Farma ME;Serviços;RS;Essencial;3;"55,47";11;0;7;freelancer;"0,599";3
cli-0371;Sinal Agro Ltda.;Construção;RS;Essencial;1;"45,08";62;0;6;freelancer;"0,888";1
cli-0372;Foco Educação;Construção;ES;Profissional;6;"116,16";2;0;7;PJ;"0,449";2
cli-0373;Meta Estética;Jurídico;SC;Profissional;4;"115,74";4;3;7;freelancer;"0,709";2
cli-0374;Prisma Clínicas PR;Varejo;MG;Profissional;9;"150,65";62;0;8;freelancer;"0,773";2
cli-0375;Norte Fitness ME;Saúde;SP;Business;15;"360,41";1;0;5;PJ;"0,891";2
cli-0376;Sinal Eventos DF;Logística;SP;Essencial;3;"55,79";33;1;8;CLT;"0,479";3
cli-0377;Foco Clínicas BA;Construção;SP;Essencial;2;"44,10";19;0;8;CLT;"0,614";1
cli-0378;Eixo Seguros Ltda.;Construção;ES;Business;6;"247,09";40;1;8;CLT;"0,95";1
cli-0379;Ágil Seguros;Educação;SP;Profissional;6;"127,02";3;1;5;PJ;"0,667";1
cli-0380;Mapa Logística ME;Serviços;RJ;Profissional;4;"109,79";5;0;4;CLT;"0,843";2
cli-0381;Eixo Contábil SP;Logística;ES;Profissional;3;"103,90";21;0;8;PJ;"0,487";0
cli-0382;Sinal Consultoria MG;Educação;DF;Profissional;6;"123,94";8;5;2;PJ;"0,966";0
cli-0383;Meta Arquitetura GO;Agro;DF;Business;11;"308,14";6;0;8;freelancer;"0,542";0
cli-0384;Serra Fitness SP;Agro;SC;Profissional;3;"101,58";14;13;6;PJ;"0,817";2
cli-0385;Órbita Logística Ltda.;Varejo;RS;Profissional;7;"128,97";6;9;7;PJ;"0,67";0
cli-0386;Foco Odonto;Logística;RS;Business;10;"313,12";21;7;6;PJ;"0,421";0
cli-0387;Prisma Seguros PE;Educação;PR;Business;17;"341,14";8;0;8;freelancer;"0,694";4
cli-0388;Foco Fitness SP;Construção;GO;Essencial;2;"49,51";6;1;8;CLT;"0,788";0
cli-0389;Vetor Varejo;Agro;SP;Essencial;2;"47,34";69;0;7;freelancer;"0,662";5
cli-0390;Lagoa Transportes ME;Logística;CE;Essencial;4;"53,94";38;0;8;PJ;"0,243";1
cli-0391;Norte Educação;Agro;ES;Profissional;2;"97,25";13;0;9;PJ;"0,857";0
cli-0392;Sol Educação Ltda.;Construção;SP;Essencial;2;"46,55";5;4;2;CLT;"0,937";2
cli-0393;Prisma Estética PE;Serviços;CE;Essencial;2;"47,16";1;0;7;PJ;"0,965";2
cli-0394;Mapa Clínicas;Serviços;PR;Essencial;1;"42,86";3;1;8;CLT;"0,819";1
cli-0395;Foco Jurídico ME;Varejo;DF;Essencial;2;"50,72";9;0;8;CLT;"0,616";0
cli-0396;Lumen Pet;Construção;SP;Business;10;"291,70";3;0;4;PJ;"0,835";0
cli-0397;Cerrado Seguros RJ;Logística;SP;Essencial;1;"47,41";4;3;4;CLT;"0,407";1
cli-0398;Nexo Arquitetura CE;Educação;SC;Business;18;"413,58";26;0;4;CLT;"0,86";0
cli-0399;Cerrado Móveis Ltda.;Agro;RJ;Essencial;1;"46,11";1;0;7;freelancer;"0,482";2
cli-0400;Sinal Educação ME SP;Construção;DF;Profissional;2;"96,94";1;0;7;PJ;"0,928";0
cli-0401;Fluxo Varejo;Saúde;ES;Essencial;1;"43,69";12;0;9;freelancer;"0,843";1
cli-0402;Ponte Varejo DF;Serviços;PE;Essencial;1;"42,77";31;0;8;PJ;"0,81";2
cli-0403;Clave Pet;Educação;PE;Business;11;"282,93";8;1;9;CLT;"0,474";0
cli-0404;Marco Arquitetura;Logística;RJ;Business;13;"350,31";12;0;7;PJ;"0,589";1
cli-0405;Sinal Educação ME;Saúde;SP;Profissional;10;"169,72";9;8;2;CLT;"0,745";0
cli-0406;Vale Engenharia Ltda.;Serviços;ES;Profissional;3;"108,38";8;0;6;CLT;"0,853";4
cli-0407;Serra Contábil;Construção;GO;Essencial;3;"59,39";25;0;6;freelancer;"0,811";2
cli-0408;Alpha Jurídico;Agro;SC;Essencial;1;"44,82";40;1;7;CLT;"0,782";2
cli-0409;Alpha Seguros;Educação;DF;Essencial;1;"39,74";2;0;9;CLT;"0,69";3
cli-0410;Norte Arquitetura ME;Varejo;PR;Essencial;1;"45,73";4;1;9;PJ;"0,851";2
cli-0411;Trilha Engenharia;Saúde;PE;Essencial;1;"39,80";10;3;8;CLT;"0,58";0
cli-0412;Pulso Móveis;Educação;ES;Profissional;6;"133,20";1;2;9;CLT;"0,833";2
cli-0413;Alpha Transportes Ltda.;Saúde;RS;Essencial;1;"39,69";20;0;6;CLT;"0,942";1
cli-0414;Base Consultoria;Serviços;SP;Business;10;"274,45";1;0;9;CLT;"0,897";2
cli-0415;Sol Logística ME;Saúde;MG;Essencial;3;"52,80";8;30;4;CLT;"0,531";0
cli-0416;Alpha Educação CE;Educação;PR;Profissional;8;"135,05";7;1;9;PJ;"0,683";0
cli-0417;Marco Jurídico;Serviços;ES;Business;10;"317,92";6;3;3;freelancer;"0,813";3
cli-0418;Vale Seguros GO;Logística;PR;Profissional;3;"100,10";17;2;4;CLT;"0,689";0
cli-0419;Eixo Farma;Construção;BA;Profissional;5;"121,32";21;2;8;CLT;"0,557";3
cli-0420;Cerrado Estética Ltda. RS;Logística;SP;Essencial;1;"41,23";17;1;3;CLT;"0,579";3
cli-0421;Norte Imóveis;Construção;RS;Essencial;5;"60,10";29;4;9;PJ;"0,722";0
cli-0422;Trilha Odonto PR;Varejo;SP;Essencial;2;"52,75";13;0;6;CLT;"0,784";1
cli-0423;Meta Seguros;Educação;RJ;Essencial;3;"56,79";3;0;7;PJ;"0,7";0
cli-0424;Sinal Farma MG;Jurídico;SP;Business;18;"406,16";14;1;8;freelancer;"0,712";1
cli-0425;Órbita Agro ME;Serviços;SP;Profissional;5;"115,92";3;1;5;freelancer;"0,356";2
cli-0426;Fluxo Pet;Serviços;SP;Profissional;5;"122,97";2;0;10;CLT;"0,86";3
cli-0427;Alpha Jurídico Ltda.;Logística;MG;Essencial;2;"51,41";21;0;6;CLT;"0,823";1
cli-0428;Vale Educação BA;Serviços;SP;Profissional;6;"125,79";1;0;7;CLT;"0,511";3
cli-0429;Sinal Transportes;Jurídico;SP;Essencial;2;"53,41";14;6;2;CLT;"0,717";0
cli-0430;Órbita Turismo ME;Logística;SP;Profissional;9;"140,56";5;1;8;CLT;"0,761";1
cli-0431;Foco Odonto PE;Agro;ES;Essencial;2;"51,53";27;0;8;PJ;"0,623";2
cli-0432;Ágil Fitness;Serviços;RJ;Essencial;1;"46,44";5;0;5;CLT;"0,677";1
cli-0433;Ágil Logística RS;Serviços;CE;Profissional;9;"136,59";18;2;7;freelancer;"0,91";4
cli-0434;Vale Móveis Ltda.;Jurídico;SP;Profissional;7;"142,96";16;2;6;PJ;"0,818";1
cli-0435;Lagoa Eventos ME;Varejo;ES;Essencial;3;"51,37";12;;;PJ;"0,957";0
cli-0436;Rota Odonto;Construção;DF;Profissional;6;"119,61";7;0;7;CLT;"0,809";0
cli-0437;Nexo Estética;Agro;RJ;Essencial;1;"44,84";29;0;7;CLT;"0,814";2
cli-0438;Fluxo Imóveis RS;Educação;RJ;Business;9;"298,74";4;30;3;PJ;"0,754";3
cli-0439;Alpha Transportes;Logística;RJ;Essencial;2;"47,14";9;0;5;freelancer;"0,943";1
cli-0440;Base Odonto ME;Saúde;GO;Essencial;2;"48,91";12;1;9;freelancer;"0,725";4
cli-0441;Trilha Arquitetura Ltda.;Educação;DF;Business;15;"373,17";43;0;7;PJ;"0,578";1
cli-0442;Foco Estética SP;Educação;RJ;Profissional;6;"129,48";10;0;5;CLT;"0,899";2
cli-0443;Meta Gráfica GO;Logística;SP;Essencial;3;"58,03";1;0;8;CLT;"0,893";0
cli-0444;Meta Educação;Logística;PR;Profissional;12;"180,82";10;0;7;CLT;"0,915";0
cli-0445;Cerrado Educação ME;Construção;SP;Business;13;"327,02";1;6;10;freelancer;"0,788";2
cli-0446;Alpha Eventos;Saúde;SP;Profissional;4;"106,85";15;0;3;PJ;"0,429";1
cli-0447;Prisma Odonto;Serviços;SP;Profissional;6;"134,51";8;2;8;PJ;"0,859";0
cli-0448;Clave Engenharia Ltda.;Varejo;SP;Essencial;1;"42,40";13;1;9;PJ;"0,545";3
cli-0449;Cerrado Odonto;Construção;PE;Profissional;3;"94,23";18;1;8;CLT;"0,647";0
cli-0450;Serra Varejo ME;Varejo;CE;Essencial;1;"45,60";54;0;7;PJ;"0,801";2
cli-0451;Trilha Jurídico GO;Educação;ES;Business;15;"328,01";3;2;5;CLT;"0,733";2
cli-0452;Cerrado Engenharia SC;Varejo;CE;Essencial;1;"41,20";42;0;9;CLT;"0,884";2
cli-0453;Base Farma;Varejo;ES;Profissional;6;"122,92";8;0;3;freelancer;"0,786";4
cli-0454;Trilha Educação PR;Varejo;SP;Business;13;"332,60";11;0;7;CLT;"0,852";2
cli-0455;Marco Varejo Ltda.;Serviços;SP;Essencial;2;"44,81";1;0;9;PJ;"0,776";1
cli-0456;Alpha Fitness;Construção;CE;Essencial;2;"50,21";2;1;6;PJ;"0,666";1
cli-0457;Sinal Educação ES;Serviços;SC;Essencial;5;"66,79";13;2;5;PJ;"0,872";2
cli-0458;Eixo Móveis;Varejo;RS;Essencial;2;"44,15";10;1;8;freelancer;"0,685";2
cli-0459;Pulso Contábil;Educação;PE;Business;17;"347,22";45;0;5;CLT;"0,572";0
cli-0460;Pulso Jurídico ME;Saúde;RS;Profissional;3;"94,72";11;4;9;CLT;"0,924";2
cli-0461;Órbita Turismo PR;Serviços;BA;Profissional;5;"112,88";14;1;6;PJ;"0,918";1
cli-0462;Base Contábil Ltda.;Saúde;RS;Essencial;1;"41,62";1;1;9;PJ;"0,527";2
cli-0463;Ponte Transportes RJ;Agro;ES;Profissional;5;"123,10";54;0;6;PJ;"0,884";1
cli-0464;Pulso Arquitetura;Agro;RJ;Essencial;1;"44,23";12;0;9;CLT;"0,874";1
cli-0465;Fluxo Clínicas ME;Serviços;DF;Business;15;"348,00";7;2;8;CLT;"0,83";5
cli-0466;Sol Educação SP;Educação;GO;Essencial;2;"53,34";6;16;2;PJ;"0,549";1
cli-0467;Pulso Varejo BA;Jurídico;GO;Essencial;3;"53,31";12;0;9;PJ;"0,538";0
cli-0468;Rota Consultoria;Construção;SP;Profissional;8;"146,56";5;0;3;PJ;"0,865";2
cli-0469;Norte Educação Ltda. RJ;Educação;PE;Profissional;5;"130,35";17;2;6;CLT;"0,457";2
cli-0470;Ipê Pet ME DF;Serviços;CE;Business;7;"248,60";8;3;7;CLT;"0,497";4
cli-0471;Serra Logística SP;Educação;DF;Essencial;3;"55,85";1;4;6;CLT;"0,85";3
cli-0472;Clave Turismo;Serviços;BA;Profissional;6;"128,95";1;0;10;PJ;"0,93";0
cli-0473;Clave Engenharia;Educação;BA;Essencial;2;"53,78";10;2;8;CLT;"0,566";0
cli-0474;Fluxo Varejo ES;Jurídico;PR;Profissional;3;"105,20";2;3;6;CLT;"0,622";0
cli-0475;Sol Arquitetura ME;Varejo;SC;Profissional;4;"105,72";1;0;8;CLT;"0,488";2
cli-0476;Órbita Contábil Ltda.;Logística;DF;Essencial;2;"49,13";1;0;7;CLT;"0,822";2
cli-0477;Ipê Contábil;Jurídico;CE;Profissional;6;"126,54";2;0;4;PJ;"0,699";2
cli-0478;Eixo Odonto;Jurídico;RS;Business;8;"253,81";1;3;6;PJ;"0,757";0
cli-0479;Ipê Engenharia BA;Serviços;SP;Essencial;1;"42,75";1;2;9;PJ;"0,797";0
cli-0480;Eixo Contábil ME;Construção;MG;Essencial;1;"47,84";4;11;3;CLT;"0,799";0
cli-0481;Fluxo Farma;Varejo;BA;Profissional;8;"155,44";25;0;10;CLT;"0,459";3
cli-0482;Ipê Móveis;Jurídico;RJ;Essencial;2;"51,96";29;1;6;PJ;"0,838";1
cli-0483;Clave Estética Ltda.;Agro;PR;Essencial;1;"41,31";1;1;9;freelancer;"0,591";4
cli-0484;Sol Logística;Serviços;ES;Essencial;3;"55,76";5;1;8;PJ;"0,775";0
cli-0485;Ipê Estética ME;Jurídico;CE;Profissional;2;"98,29";4;0;8;CLT;"0,355";2
cli-0486;Nexo Arquitetura SP;Agro;PE;Essencial;2;"51,12";2;6;2;CLT;"0,707";2
cli-0487;Órbita Consultoria GO;Educação;SP;Essencial;3;"58,48";9;2;3;freelancer;"0,65";1
cli-0488;Ponte Consultoria MG;Construção;PR;Essencial;1;"46,10";2;1;7;CLT;"0,662";1
cli-0489;Marco Logística;Logística;BA;Business;7;"273,48";20;3;8;freelancer;"0,715";4
cli-0490;Clave Farma Ltda.;Logística;GO;Essencial;6;"63,58";1;3;9;freelancer;"0,551";1
cli-0491;Vale Móveis SP;Serviços;CE;Profissional;3;"106,66";44;1;10;CLT;"0,805";1
cli-0492;Foco Agro RJ;Agro;RS;Essencial;1;"46,75";8;4;8;CLT;"0,862";1
cli-0493;Base Fitness;Saúde;SC;Essencial;1;"42,17";4;0;9;freelancer;"0,87";2
cli-0494;Foco Seguros;Educação;PR;Essencial;4;"64,14";1;3;7;PJ;"0,56";3
cli-0495;Ágil Farma ME PR;Jurídico;MG;Profissional;1;"93,33";5;2;3;CLT;"0,753";1
cli-0496;Meta Seguros BA;Jurídico;MG;Essencial;3;"54,05";7;0;6;CLT;"0,784";1
cli-0497;Rota Estética Ltda.;Educação;ES;Essencial;3;"55,88";8;1;4;freelancer;"0,501";1
cli-0498;Órbita Turismo;Educação;RJ;Essencial;4;"59,26";15;0;7;freelancer;"0,702";1
cli-0499;Rota Engenharia SP;Saúde;BA;Essencial;2;"50,90";32;1;9;PJ;"0,621";4
cli-0500;Rota Odonto ME;Serviços;SC;Essencial;5;"62,24";31;0;7;freelancer;"0,774";5
